name,name_tag,elev,wsun,kappa,beta,t,wsky
pano_almyorsyedahlc,,1.00771,0.12126 0.11689 0.11629,0.09894,0.16377,15.19847,0.63155 0.59526 0.55215
pano_almyvhyswnbyrb,,0.72188,0.14048 0.13741 0.13539,0.15691,1.26753,17.42385,0.62604 0.60889 0.58563
pano_almzberbfmfrnq,,0.38027,0.10824 0.11206 0.11834,0.33853,1.94574,19.39941,0.50200 0.50489 0.50776
pano_almzjwbuwdllvn,,0.56575,1.24577 1.18408 1.09765,0.10379,17.21255,19.87899,0.51417 0.53691 0.56100
pano_alnawabueostxd,,1.18441,0.11572 0.11168 0.11021,0.10622,0.33119,15.68776,0.60693 0.57507 0.53782
pano_alnawgcnthqgiq,,0.33315,0.02150 0.02453 0.02794,0.92483,42.39081,22.67607,0.25684 0.27571 0.30885
pano_alndjlpqmshiub,,0.36204,0.05697 0.06396 0.07129,0.93266,45.36672,23.19301,0.29691 0.32793 0.37577
pano_alnfarpbwkbujo,,1.05434,0.38841 0.37096 0.35659,0.07761,1.41028,17.10384,0.49978 0.49275 0.48424
pano_alngilavuyujmx,,0.25168,0.46547 0.45723 0.45064,0.19978,2.65954,19.61230,0.71309 0.72661 0.72972
pano_alngkhmdyxnpuw,,0.31391,1.20334 1.14004 1.05227,0.09990,16.69756,19.70693,0.53025 0.55151 0.57327
pano_alngldnkbjcpfp,,0.62548,0.89190 0.86900 0.84254,0.18625,5.44373,20.38594,0.70046 0.72836 0.74767
pano_alnhawdxlgibqz,,0.24982,1.10245 1.09630 1.11365,0.26476,1.50140,21.37125,0.80683 0.84925 0.87643
pano_alnieiarfuaxzv,,0.23014,0.25385 0.26395 0.27261,0.52293,25.44503,22.36891,0.39811 0.42740 0.46634
pano_alniunuifhylcy,,1.24589,1.43699 1.40317 1.39775,0.18534,0.95491,20.62760,0.87844 0.91484 0.93024
pano_alnivbqpnpncpx,,0.78807,1.34696 1.28048 1.18740,0.10255,17.89118,19.97526,0.50889 0.53290 0.55865
pano_alnkzridhlffng,,0.53789,0.06500 0.07260 0.08205,0.87406,26.65887,23.52012,0.38464 0.41762 0.46314
pano_alnluaecpuyyxg,,1.10096,0.14352 0.13906 0.13677,0.12054,0.62449,16.53053,0.61959 0.59537 0.56498
pano_alnmllqngpwsvl,,1.20209,0.22662 0.22184 0.22206,0.15318,0.48163,17.58046,0.71445 0.70022 0.67415
pano_alnmmwzbmkugja,,0.91121,0.09973 0.09804 0.09889,0.15439,0.32961,16.42179,0.65181 0.62289 0.58631
pano_alnnqthtdgmpgp,,0.41779,1.68762 1.60094 1.48618,0.11981,16.63214,20.56330,0.59065 0.62340 0.65509
pano_alnnraaehjrvwl,,0.56904,0.03826 0.03976 0.04076,0.45298,16.46129,19.23526,0.39494 0.39255 0.39611
pano_alnonypwcpylla,,0.39043,0.16905 0.16085 0.14588,0.12545,28.31859,17.79014,0.40884 0.40348 0.40300
pano_alnqvalemptlnm,,1.11307,0.44571 0.42843 0.40862,0.13262,3.56433,18.65115,0.67027 0.67271 0.66692
pano_alnrdegciwcaap,,0.40943,0.09143 0.10773 0.13829,0.92969,0.65449,24.35155,0.59971 0.65649 0.71546
pano_alnripdldnvnhz,,1.09549,0.36799 0.34824 0.31616,0.06739,26.76546,17.75700,0.30039 0.30149 0.30974
pano_alnrsyvyzhsxno,,0.52570,0.23187 0.22309 0.20793,0.12948,17.24490,18.31246,0.43896 0.43816 0.44065
pano_alnsbopwarnzom,,0.83185,0.06392 0.06533 0.06625,0.33990,8.18927,18.96335,0.46592 0.46210 0.46098
pano_alnsjrmoaotcte,,1.00626,0.32923 0.32716 0.32549,0.22092,4.02869,19.64035,0.59573 0.60703 0.61440
pano_alntiqyrpyknox,,0.59047,1.33885 1.27370 1.18093,0.09333,20.27333,19.87943,0.44438 0.46629 0.49255
pano_alntrycgdevjnx,,1.14631,0.06602 0.06942 0.07607,0.42665,0.46327,19.07879,0.61137 0.60637 0.59563
pano_alnurccthojxna,,1.19044,0.52530 0.50488 0.47330,0.12076,14.44311,19.10556,0.47760 0.48786 0.49998
pano_alnvevthgbqnbu,,0.42915,0.61192 0.59471 0.56953,0.17698,9.56416,19.98635,0.59835 0.61786 0.63441
pano_alnvknwlnxoigj,,1.34974,0.17209 0.16554 0.15621,0.12693,6.09967,17.55952,0.54153 0.52972 0.51654
pano_alnvwmhzugqszg,,0.87039,1.05150 1.00276 0.93182,0.10716,19.08295,19.82810,0.46814 0.48834 0.51184
pano_alnwgdiqumvini,,1.01446,0.11797 0.12211 0.13286,0.32113,0.20832,18.44627,0.63069 0.62535 0.61210
pano_alnxaaikrpzepz,,1.02472,0.48268 0.46116 0.42869,0.08944,15.19609,18.42343,0.40415 0.40954 0.41901
pano_aloaudmccewcqj,,0.39752,0.06948 0.06883 0.06829,0.19588,2.03343,17.23272,0.55153 0.53093 0.50865
pano_alobvjqkakapwm,,0.34985,1.77063 1.68074 1.55933,0.10624,19.23493,20.47381,0.52182 0.55231 0.58490
pano_alocyeeggjurjx,,0.95939,0.03084 0.03344 0.03785,0.55908,0.74823,19.28563,0.48385 0.47982 0.47648
pano_alocziccpmsaou,,0.84801,0.09659 0.09285 0.09082,0.10818,0.37898,15.38336,0.63097 0.59327 0.54985
pano_alodihjvbkyrwf,,0.73748,0.67887 0.64682 0.60029,0.11096,14.47953,19.20328,0.51690 0.52941 0.54231
pano_alodkvgtrntztm,,1.01138,1.18573 1.12982 1.05354,0.12173,11.18325,19.82927,0.65914 0.68327 0.70121
pano_alodnsukenaozz,,0.17935,0.91844 0.86857 0.79480,0.07624,28.68785,19.29476,0.30781 0.32097 0.34257
pano_aloeqyfksyhpro,,1.29114,1.58314 1.50759 1.40386,0.11693,16.55358,20.40228,0.57477 0.60513 0.63470
pano_aloginpwqytyrb,,0.98192,0.55406 0.55678 0.58434,0.24722,0.22585,19.65159,0.84914 0.86562 0.86127
pano_alogrjggswbrve,,0.40079,0.03579 0.03804 0.03935,0.73703,41.30657,20.56955,0.33898 0.34893 0.36926
pano_alohdjkvrywrwp,,0.80697,0.04877 0.05270 0.05970,0.55935,0.48066,19.73892,0.58400 0.58447 0.58090
pano_alohgnzxsaxryr,,0.57729,0.17149 0.17025 0.16891,0.21207,3.43420,18.71762,0.57464 0.57255 0.56736
pano_aloicitpvpnzgw,,0.24832,0.03738 0.03888 0.03769,0.70417,49.70768,19.53265,0.17005 0.17690 0.19607
pano_alojabtknwxuxm,,0.75980,0.10506 0.11520 0.12982,0.75175,6.43116,22.96397,0.50785 0.54127 0.57962
pano_alojlrfdmabxbm,,0.74711,0.33727 0.31908 0.29211,0.08301,14.32512,17.69313,0.44123 0.43865 0.43858
pano_alonbpkwdatvnk,,1.06790,2.37407 2.26944 2.13811,0.15418,12.66516,21.40267,0.74307 0.79249 0.83346
pano_alonlgnlwwvjnt,,0.81917,1.40681 1.33610 1.23681,0.09122,20.65493,19.91668,0.44086 0.46330 0.49035
pano_aloowcmqjesjfz,,0.26846,0.08362 0.09159 0.10070,0.82951,29.63399,23.18330,0.39117 0.42300 0.46684
pano_alooyqervkcazn,,1.25704,1.80210 1.71530 1.59761,0.11671,17.67850,20.61969,0.56806 0.60129 0.63451
pano_alopflnlbvprzl,,1.02922,0.35778 0.34907 0.35334,0.13983,0.17692,17.49599,0.79126 0.77860 0.74857
pano_alorashtgyssqy,,0.25487,0.02517 0.03120 0.04206,0.97707,2.19210,24.86215,0.43173 0.47627 0.53258
pano_alosaatidgpupk,,0.84503,0.86292 0.82248 0.76422,0.11487,13.05719,19.42621,0.58502 0.60173 0.61573
pano_aloseqxzgctyxo,,1.18877,0.07019 0.07820 0.09287,0.69559,0.42354,21.33032,0.54243 0.56106 0.57831
pano_alosylsvuabxoy,,0.93475,0.27906 0.27260 0.25803,0.15458,25.48618,19.15067,0.34954 0.35654 0.37048
pano_aloujkrbbmvryl,,1.18187,1.53551 1.46467 1.36878,0.12641,13.95184,20.42243,0.62709 0.65865 0.68663
pano_alovxuvoxqwose,,0.77805,0.31335 0.29914 0.28230,0.11561,3.52232,17.88764,0.64603 0.63812 0.62336
pano_alowedupmdqibk,,1.39393,0.72873 0.69367 0.64088,0.08728,18.77970,18.91688,0.41457 0.42558 0.44086
pano_alowksvyjpanmr,,0.31994,0.18670 0.18905 0.18615,0.35612,35.64888,20.81608,0.31691 0.33166 0.35646
pano_alowwppwmazeql,,0.74993,0.92464 0.88380 0.83224,0.12689,6.52020,19.46573,0.69473 0.71283 0.72208
pano_alowxjnoygyuui,,0.74464,0.02977 0.03199 0.03448,0.50084,13.55328,19.63527,0.26930 0.27075 0.28085
pano_aloxlluhxfyxvj,,0.64784,0.59060 0.56095 0.52044,0.09278,10.07112,18.51976,0.51755 0.52356 0.52903
pano_aloxlqwindqxer,,1.41772,0.14119 0.14208 0.14094,0.25149,12.82225,19.28956,0.41442 0.41838 0.42688
pano_aloxpahdsblroe,,0.66193,0.06454 0.07252 0.08546,0.77864,2.03261,22.60504,0.48848 0.51482 0.54499
pano_aloxuqilfpqkhy,,0.96178,0.22647 0.22729 0.23272,0.24513,1.03879,19.10506,0.67616 0.67866 0.67200
pano_aloyblsorlfbhu,,1.15488,0.05998 0.06188 0.06597,0.30982,0.55206,17.92286,0.54469 0.53140 0.51552
pano_alozowmstebxwf,,1.14316,0.30621 0.28820 0.27113,0.06265,1.50743,16.32522,0.51526 0.49947 0.48183
pano_alpadorzgcwaxm,,0.38453,0.60905 0.57158 0.51456,0.06092,27.53057,18.14507,0.32614 0.33123 0.34314
pano_alpaklccefouny,,1.21903,0.94227 0.89509 0.82741,0.10476,14.60199,19.37889,0.56400 0.58079 0.59593
pano_alpbaoonelipia,,0.62775,0.06413 0.06636 0.06601,0.43810,45.36341,19.93548,0.19275 0.19908 0.21639
pano_alpbrwbbjebiwp,,0.83226,2.86335 2.72755 2.55577,0.15066,17.63400,21.77737,0.70648 0.76055 0.80975
pano_alpbvhgrqhqjce,,0.86907,0.08866 0.08638 0.08355,0.14388,2.96044,16.89186,0.52161 0.50131 0.48045
pano_alpcuigeopmwok,,0.62775,0.08850 0.08901 0.08482,0.34402,47.02174,19.41592,0.21138 0.21683 0.23315
pano_alpdmntjumudtu,,1.04956,0.04462 0.05054 0.06092,0.75752,0.65875,21.54838,0.47393 0.49048 0.50928
pano_alpdwkwdzqpdaq,,1.01347,0.16726 0.16051 0.15471,0.11476,1.04075,16.67179,0.65269 0.62846 0.59693
pano_alpemncmieirns,,0.79304,2.65086 2.52407 2.36096,0.14616,18.39027,21.63271,0.67579 0.72603 0.77275
pano_alpethoiebvnke,,0.95113,0.28746 0.27210 0.24809,0.08087,19.11796,17.58663,0.38379 0.38093 0.38273
pano_alpevkfrzcjtst,,0.71224,0.07493 0.07260 0.07077,0.13040,0.89174,15.80804,0.59015 0.55663 0.51981
pano_alpfkayteiigij,,1.00884,1.31990 1.26149 1.18234,0.12357,12.13782,20.12495,0.61427 0.64160 0.66537
pano_alpfldwebevhqx,,0.44441,0.32158 0.32020 0.32381,0.22584,1.30355,19.34473,0.70408 0.71153 0.70844
pano_alpfswhytrwrwu,,0.28172,0.05047 0.05734 0.06700,0.88895,14.31669,23.29557,0.40444 0.43597 0.47823
pano_alpfxggxiudorc,,0.29128,0.02045 0.02371 0.02883,0.84498,3.44228,21.93914,0.33116 0.34447 0.36652
pano_alpgnyouynaqfd,,0.98665,0.04171 0.04147 0.04265,0.16251,0.20805,15.11568,0.52997 0.49406 0.45700
pano_alpgpptclqnaxo,,0.74700,0.28646 0.28031 0.27077,0.13055,9.80233,18.64740,0.38095 0.38494 0.39367
pano_alpheektaawnli,,0.98216,0.31609 0.30193 0.28701,0.11130,2.17335,17.65689,0.67035 0.65982 0.64078
pano_alpipcrjvtoynm,,0.14175,0.65904 0.61448 0.55150,0.05748,22.90032,18.03418,0.35702 0.36166 0.37207
pano_alpjcricwloejs,,0.63002,0.04172 0.04516 0.04868,0.75324,25.68577,21.27379,0.39096 0.40517 0.42801
pano_alplwmkrbzoxpg,,0.98455,0.56621 0.56325 0.56658,0.23939,2.32004,20.33160,0.70286 0.72623 0.73997
pano_alplzzahoaajbg,,0.54724,0.42965 0.41008 0.38338,0.12255,7.65281,18.60994,0.61567 0.61821 0.61595
pano_alpnsaeqpkfswr,,0.35498,0.03726 0.04500 0.05783,0.97102,6.50069,24.82975,0.44532 0.49391 0.55545
pano_alppzpqowjwnkr,,0.92800,1.53588 1.46383 1.36174,0.09363,21.73217,20.14781,0.42060 0.44472 0.47449
pano_alpqnuwzsdwgpk,,1.25834,0.48082 0.46272 0.44467,0.13388,2.31711,18.61098,0.71068 0.71276 0.70410
pano_alpraekudwjksl,,1.39058,0.84463 0.80535 0.75214,0.11964,9.04945,19.33131,0.64900 0.66476 0.67428
pano_alpridthpbxwbw,,0.81752,1.19705 1.13802 1.05292,0.09584,19.51443,19.72727,0.46820 0.48860 0.51219
pano_alpseeemoqeamc,,0.92317,0.29041 0.30134 0.31768,0.41567,5.08650,21.46927,0.51014 0.53672 0.56546
pano_alptqcycznycne,,0.58305,0.13972 0.13809 0.13819,0.18402,1.10674,17.76498,0.62385 0.61027 0.59053
pano_alpuhdwxxjixzy,,0.84723,1.00373 0.96353 0.90963,0.14385,9.32136,20.02916,0.66149 0.68600 0.70424
pano_alpvdzxtqmgutp,,1.05678,0.68189 0.65059 0.60654,0.11185,10.53313,19.04762,0.57670 0.58791 0.59629
pano_alpwemmgbavpyy,,0.82102,0.06577 0.06889 0.06938,0.62391,46.45767,20.91318,0.24616 0.25812 0.28235
pano_alpwfwvmdqqpsg,,0.36974,2.17612 2.06935 1.92965,0.12680,17.56764,21.04665,0.61526 0.65559 0.69447
pano_alpxauztwweoca,,1.37253,0.09607 0.09741 0.10204,0.24815,0.43473,17.76900,0.60341 0.58941 0.56968
pano_alpyghcqtrpqna,,0.35673,0.14989 0.15975 0.17806,0.49949,0.67500,20.82878,0.60334 0.62170 0.63540
pano_alpyyaenufbskb,,0.91189,0.08544 0.08714 0.08654,0.35894,29.64293,19.68855,0.33299 0.33811 0.35144
pano_alpyymnauubdxs,,0.63409,0.04162 0.04306 0.04235,0.54990,47.50185,19.58372,0.22240 0.22733 0.24350
pano_alpzbzrmsoprzv,,1.00305,0.54961 0.51989 0.47632,0.09512,14.62311,18.53391,0.52485 0.53011 0.53497
pano_alpziebjchsttt,,1.05488,0.54655 0.52635 0.51655,0.12461,0.52807,18.09144,0.80374 0.80005 0.77897
pano_alpzjrplyxlmyb,,0.73000,0.17586 0.16823 0.15772,0.11040,6.18323,17.28342,0.51420 0.50170 0.48880
pano_alpzysxzjvltrq,,0.53401,1.09514 1.05045 0.98969,0.13734,11.88044,20.19441,0.59404 0.62006 0.64368
pano_alqbbixlxubmal,,1.34154,1.02545 0.97948 0.91413,0.12326,13.69521,19.85790,0.58643 0.60839 0.62804
pano_alqbeunlkirsfi,,0.78155,2.01359 1.91329 1.77877,0.10959,20.30761,20.75690,0.52184 0.55569 0.59213
pano_alqblokhugfbei,,1.50887,1.79585 1.71549 1.60865,0.13728,14.62429,20.86674,0.63998 0.67758 0.71166
pano_alqbwoqlyvcfwn,,0.94816,0.40286 0.38494 0.36693,0.11329,1.93003,17.89279,0.69969 0.69298 0.67601
pano_alqjawafohhivj,,0.54148,0.07594 0.07888 0.08461,0.37293,0.62970,18.85153,0.62619 0.61964 0.60676
pano_alqjolupolhlhe,,0.74312,1.42393 1.35836 1.26838,0.11990,14.98600,20.28155,0.57693 0.60550 0.63284
pano_alqlhewfsbnayn,,0.47324,0.01654 0.01892 0.02210,0.90909,20.06292,21.89501,0.34387 0.35898 0.38464
pano_alqmygzedqtzga,,0.37104,1.03113 0.97901 0.90210,0.07547,23.15957,19.21497,0.35766 0.37204 0.39307
pano_alqnquhrovivdf,,0.64489,0.49178 0.46765 0.43964,0.10671,3.65679,18.21712,0.66920 0.66807 0.65865
pano_alqocrwabhgltr,,1.02873,0.12337 0.12497 0.13379,0.21874,0.08804,17.04513,0.66843 0.64959 0.62021
pano_alqoedsqzhbvoy,,0.69359,1.45367 1.39429 1.31682,0.14929,10.32910,20.60453,0.69052 0.72502 0.75246
pano_alqoetkaykexkh,,0.61293,1.10042 1.04844 0.97446,0.11283,14.70499,19.76381,0.56880 0.59042 0.61053
pano_alqpfuhyhnigoc,,0.76511,0.06818 0.07856 0.09536,0.88849,3.63305,23.81180,0.47282 0.51226 0.55936
pano_alqphcplhhxfvw,,1.01459,0.53420 0.51849 0.50321,0.15852,2.63033,19.19773,0.71396 0.72368 0.72270
pano_alqqqofqqihgra,,0.56889,0.37650 0.36010 0.33930,0.12336,4.98516,18.34819,0.64196 0.64022 0.63202
pano_alqrbnivgizwzy,,0.52906,0.20639 0.20481 0.20331,0.20726,3.50947,18.90488,0.57021 0.57120 0.56922
pano_alqrjdxxqusxlt,,0.17804,0.05480 0.05745 0.05754,0.60643,48.08092,20.65422,0.19374 0.20303 0.22456
pano_alqrtyrelukrdc,,0.31214,0.03987 0.04031 0.04008,0.28881,10.04874,17.88450,0.42462 0.41206 0.40371
pano_alqsaojranvwav,,0.65065,1.23636 1.18221 1.11779,0.13465,5.67585,19.90098,0.75075 0.77680 0.79115
pano_alquxqmbvvimmq,,1.17173,0.16569 0.15747 0.14560,0.10402,8.18226,17.07497,0.51843 0.50328 0.48793
pano_alqvlqynpxqzuy,,0.42880,0.17392 0.17859 0.17832,0.41943,41.80003,21.29035,0.23756 0.25283 0.28030
pano_alqvohrrrkffhj,,0.56878,0.87903 0.84223 0.80022,0.13016,4.27194,19.40023,0.71817 0.73470 0.74070
pano_alqweqzhzyqkue,,0.89653,0.14641 0.13905 0.12700,0.09109,18.14052,16.88465,0.37922 0.36880 0.36326
pano_alqxjudbeqquen,,1.00858,0.34450 0.33623 0.32833,0.16750,2.62959,18.85298,0.66320 0.66614 0.66112
pano_alqyazfvheosqz,,1.29813,0.16513 0.17257 0.18625,0.40112,1.11326,20.28252,0.58026 0.59338 0.60291
pano_alqyhqpblfpfnz,,0.26501,0.04046 0.04165 0.04159,0.44054,32.95349,19.03011,0.32093 0.32026 0.32801
pano_alqynazcasbhpn,,1.06760,0.94034 0.89500 0.82882,0.10031,16.48496,19.39466,0.50294 0.51958 0.53737
pano_alqyrefrwwxreo,,0.57061,0.02240 0.02508 0.02723,0.94506,48.98350,21.49237,0.23433 0.25193 0.28485
pano_alqztbcwewfcyl,,1.39030,0.24617 0.24040 0.24373,0.13104,0.16849,16.94974,0.72076 0.70159 0.66931
pano_alqztwhatfgafc,,0.37195,0.03986 0.04741 0.06023,0.95008,3.00245,24.19935,0.48008 0.52285 0.57422
pano_alradnllripnoo,,0.22988,0.45085 0.43667 0.41471,0.14203,11.84276,19.24990,0.49482 0.50496 0.51629
pano_alramuafutoszj,,0.52143,0.04037 0.04506 0.05030,0.90295,37.08065,22.43884,0.35254 0.37769 0.41566
pano_alrbsoayraeewr,,0.07408,0.03693 0.03907 0.03979,0.69363,46.29766,20.60537,0.25408 0.26308 0.28395
pano_alrbzolzltsmmd,,0.52688,0.18833 0.19218 0.19954,0.32041,1.87035,19.81252,0.61605 0.62505 0.62890
pano_alrcyorbvmtfnv,,0.30097,0.26790 0.28661 0.31204,0.73301,13.08235,23.64027,0.53755 0.58713 0.64333
pano_alrdrmzwvpsdxt,,0.76079,0.10021 0.09825 0.09900,0.15266,0.27933,16.26645,0.67141 0.63994 0.59996
pano_alreefvwtltzhk,,0.88761,0.23434 0.22204 0.20227,0.08457,21.26448,17.50529,0.36101 0.35709 0.35865
pano_alrfkpumerzsap,,1.42361,0.12936 0.12469 0.11842,0.10920,5.30088,16.93462,0.44037 0.42681 0.41555
pano_alrfubazsyxzcx,,0.49286,0.05607 0.06034 0.06600,0.56350,5.62736,20.67740,0.41925 0.42822 0.44220
pano_alrfyvxuucqtwe,,0.13339,0.03291 0.03435 0.03364,0.72486,49.41059,19.49684,0.20841 0.21506 0.23409
pano_alrgtafxdmlpmr,,1.33494,0.76259 0.73006 0.68369,0.11771,12.02530,19.40561,0.54701 0.56233 0.57656
pano_alrgyubbwtzcyf,,0.49934,0.24284 0.24673 0.25763,0.28117,0.88017,19.58219,0.65225 0.66120 0.66211
pano_alrhrldprznrzb,,0.70783,1.44779 1.37780 1.27884,0.10112,19.35429,20.08804,0.48925 0.51424 0.54201
pano_alrhrujnkfqgby,,1.08521,0.76522 0.72464 0.66338,0.06395,23.85471,18.51805,0.32087 0.32939 0.34492
pano_alrhsihcnhpusi,,0.30086,0.03116 0.03727 0.04695,0.96029,9.51186,24.47104,0.39324 0.43202 0.48404
pano_alriubqhvstpmp,,1.16050,0.25382 0.24015 0.22847,0.08396,0.88143,16.49197,0.64994 0.62724 0.59678
pano_alrjrekifyekzx,,1.11294,0.06005 0.06149 0.06670,0.25785,0.07526,16.41415,0.63446 0.60661 0.57095
pano_alrlohmvzhouyt,,0.94517,0.94579 0.90083 0.83630,0.11190,14.68780,19.57297,0.55696 0.57540 0.59271
pano_alrltkledsdzxs,,1.15418,0.85503 0.81543 0.75817,0.10940,13.83282,19.37935,0.54499 0.56102 0.57616
pano_alrmdwdbgzhkpr,,0.71697,1.33913 1.27622 1.18559,0.09597,20.57200,19.95027,0.44116 0.46351 0.49039
pano_alrnfhvxieulfc,,0.94434,0.05141 0.05347 0.05622,0.39728,3.04697,18.97264,0.50009 0.49462 0.48989
pano_alrnshsxsdrjnk,,0.90001,0.08645 0.08392 0.08044,0.14112,3.86683,16.85468,0.51959 0.49874 0.47771
pano_alrouyyrmfvstl,,0.73117,0.09873 0.09967 0.09845,0.28469,21.87213,19.34428,0.35174 0.35476 0.36483
pano_alrptqnypqswjs,,0.12181,0.01428 0.01686 0.01979,0.98247,48.08756,22.77253,0.24191 0.26600 0.30743
pano_alrpvutoyfxzjb,,0.45411,0.01581 0.01705 0.01780,0.80006,44.98942,19.66674,0.27667 0.28024 0.29488
pano_alrqaxuywokxaa,,0.66829,0.92801 0.89390 0.84937,0.14431,8.27815,19.97400,0.62982 0.65284 0.67103
pano_alrqgxddlewidr,,0.76122,0.58527 0.56525 0.53788,0.15277,7.82978,19.53354,0.62033 0.63483 0.64464
pano_alrrgwbzuevhri,,0.93772,2.18057 2.07906 1.94695,0.14022,15.82561,21.20329,0.66292 0.70641 0.74596
pano_alrrjqgfanzeez,,0.92431,1.48584 1.41702 1.32311,0.12289,14.60027,20.35841,0.60137 0.63154 0.65940
pano_alrroffjoxanab,,1.14799,0.84742 0.80730 0.75119,0.11533,11.18016,19.34859,0.61148 0.62736 0.63906
pano_alrrubdsrjepoh,,1.00624,0.24246 0.23292 0.22309,0.12052,2.05242,17.54262,0.64298 0.63004 0.61012
pano_alrssbaexiksaf,,0.45424,1.03304 0.99619 0.94589,0.15533,12.04208,20.45969,0.57592 0.60369 0.63029
pano_alrtnfesbqkrzb,,1.09562,0.12941 0.12217 0.11390,0.07154,2.80314,15.65378,0.46462 0.44103 0.41877
pano_alrtxqlvwzqski,,0.84742,0.03506 0.03810 0.04192,0.65836,8.69631,20.77792,0.40873 0.41627 0.42981
pano_alrvofznaqpjss,,0.96901,0.22266 0.22982 0.24086,0.34408,3.92619,20.53706,0.47990 0.49647 0.51509
pano_alrvpkpxpvlrmk,,1.07509,0.19120 0.19827 0.20768,0.38700,5.66010,20.73400,0.47911 0.49628 0.51614
pano_alrvtxcrrxmtfu,,0.46943,0.13736 0.13462 0.12513,0.17561,43.49953,18.55150,0.22410 0.22678 0.23918
pano_alrwdmduojhtbz,,0.47858,0.28360 0.27917 0.27560,0.19620,2.49455,18.99642,0.65969 0.66237 0.65744
pano_alrwtotvpdtdtq,,0.32789,0.29015 0.31405 0.35227,0.74057,4.91630,23.85655,0.58722 0.64097 0.69800
pano_alrxliibpidjcl,,0.29891,2.82987 2.69309 2.52167,0.14874,17.18853,21.72767,0.70262 0.75601 0.80465
pano_alrxrwxhnrkrvv,,0.42356,0.15531 0.17282 0.20343,0.78937,1.15196,23.37403,0.64769 0.69470 0.73898
pano_alryxdvwzvntiw,,1.10537,0.14550 0.14421 0.14212,0.19318,4.90199,18.41228,0.50219 0.49808 0.49413
pano_alrzjwtdrqhgbl,,0.52890,2.19913 2.09159 1.95200,0.13015,17.00214,21.10921,0.62842 0.66992 0.70936
pano_alsagvlrsboalr,,0.49929,0.02724 0.02943 0.03074,0.83104,47.26385,20.62215,0.25784 0.26872 0.29221
pano_alsahtwfpenukw,,0.48910,1.22220 1.17675 1.11497,0.15388,11.58556,20.55684,0.63224 0.66326 0.69029
pano_alsbztrjixhwnb,,1.26779,0.23259 0.22366 0.21797,0.09699,0.78906,16.72585,0.56638 0.55010 0.52958
pano_alsctdmgpfybeq,,0.90634,0.12274 0.11675 0.10628,0.09206,22.94263,16.73074,0.33808 0.32800 0.32408
pano_alsdjenxpyvlhz,,1.01462,1.45210 1.38658 1.29845,0.12831,11.69635,20.24880,0.66429 0.69472 0.71920
pano_alseppoaynwful,,0.45109,0.11636 0.11832 0.11592,0.41694,42.42427,20.58302,0.27902 0.29028 0.31247
pano_alsezgapjjosyz,,0.36453,0.59478 0.59806 0.59965,0.29616,14.04048,21.52007,0.44905 0.47873 0.51437
pano_alsfbnbdwjirhr,,0.24023,0.74627 0.70821 0.65170,0.08380,18.21584,18.80535,0.43197 0.44234 0.45621
pano_alsfynziheipeg,,0.59463,0.22825 0.22215 0.21577,0.15428,2.67054,18.18429,0.61862 0.61234 0.60045
pano_alsgueciiegzpm,,0.42518,0.13717 0.13990 0.14320,0.33017,4.52465,19.71018,0.54905 0.55500 0.55979
pano_alsiepmgogznst,,0.39867,0.01175 0.01332 0.01476,0.89942,48.02130,21.14798,0.15839 0.16669 0.18741
pano_alsiixzrsviydk,,0.42115,0.06018 0.06379 0.06621,0.61858,38.12585,21.24648,0.28772 0.30036 0.32413
pano_alsjattgavhlll,,1.04658,0.09187 0.08917 0.08380,0.12924,16.47987,17.10092,0.35704 0.34680 0.34223
pano_alsktpmlmfcnun,,0.34182,0.11265 0.11454 0.11313,0.42778,35.04916,20.40835,0.35774 0.36885 0.38869
pano_alslkxlyrixyuu,,0.23653,1.54156 1.46840 1.36704,0.11283,17.35599,20.33231,0.54550 0.57434 0.60372
pano_alsmlrmrsowide,,0.73198,0.27914 0.26931 0.25916,0.13040,2.34806,17.96520,0.63517 0.62783 0.61382
pano_alsnjkdaqjycgc,,1.21462,0.28490 0.29059 0.31517,0.21042,0.11241,18.41953,0.55965 0.56287 0.56021
pano_alsoyvucbbutjo,,0.58907,0.05730 0.05791 0.05797,0.27740,6.88111,18.19858,0.45855 0.44871 0.44148
pano_alsozeodglcfes,,1.31995,0.09264 0.09668 0.10590,0.35125,0.27938,18.66361,0.58020 0.57584 0.56632
pano_alsqpcilqrxoiv,,0.67772,0.02632 0.02875 0.03034,0.89554,48.23693,20.84794,0.26703 0.28139 0.30943
pano_alsrbqhvkqizqf,,0.69911,0.05451 0.05465 0.05132,0.31524,48.33448,18.33300,0.17784 0.17902 0.19050
pano_alsrqvladonqdl,,0.29319,0.26806 0.25371 0.23205,0.07566,19.47618,17.53295,0.32601 0.32380 0.32791
pano_alssnicmmdurkc,,0.79586,0.55930 0.53624 0.50620,0.12864,6.09867,18.94243,0.64998 0.65803 0.65933
pano_alstcdghpzeecr,,0.91081,0.07597 0.08661 0.10701,0.80977,0.24502,22.23081,0.60524 0.63588 0.66283
pano_alstxltnulhwba,,1.26415,0.14430 0.14339 0.14348,0.18111,2.14839,18.04751,0.50940 0.50254 0.49480
pano_alstxxjhlzqkcj,,0.49505,0.02218 0.02403 0.02481,0.88243,49.32241,20.35099,0.21912 0.22982 0.25411
pano_alsvjntktmwhsd,,0.84667,0.36471 0.34203 0.30772,0.06988,20.00544,17.41423,0.40998 0.40683 0.40737
